지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
133,대전,2020-02-05,-4.6,-8.2,2312,.8,1
133,대전,2020-02-06,-5,-10.5,737,.8,1428
133,대전,2020-02-07,-1.2,-7.6,535,4.8,1511
133,대전,2020-02-08,1.6,-2.1,2332,6.5,1416
133,대전,2020-02-09,.5,-5.4,730,7.2,1514
133,대전,2020-02-10,5.1,-.2,12,12,1519
133,대전,2020-02-11,6.6,-2.1,701,16,1527
133,대전,2020-02-12,7.7,5.3,724,9.8,1914
133,대전,2020-02-13,7.4,3.7,2337,9.8,1626
133,대전,2020-02-14,7.5,3.5,39,14.4,1627
133,대전,2020-02-15,9.9,3.2,741,16.8,1257
133,대전,2020-02-16,.8,-1.9,2300,8.6,8
133,대전,2020-02-17,-3.2,-5.4,2356,0,1407
133,대전,2020-02-18,-1.6,-7.2,717,5,1544
133,대전,2020-02-19,2.1,-4,653,9.2,1504
133,대전,2020-02-20,5.3,-1.2,704,13,1536
133,대전,2020-02-21,7.3,.2,720,14.9,1542
133,대전,2020-02-22,6.3,1.6,2357,10.4,1446
133,대전,2020-02-23,3.7,-1.9,723,9.8,1411
133,대전,2020-02-24,7.4,-2.3,722,15.9,1539
133,대전,2020-02-25,7,6.2,442,9.1,1
133,대전,2020-02-26,8,4.2,719,14.7,1446
133,대전,2020-02-27,6.9,3.4,646,12.5,1418
133,대전,2020-02-28,5.1,3.7,511,6.7,1610
133,대전,2020-02-29,7.4,3.8,1,12.9,1645
133,대전,2020-03-01,6.3,2.6,606,11.8,1215
133,대전,2020-03-02,5.3,2.2,737,10.6,1524
133,대전,2020-03-03,7.2,.1,530,15,1559
133,대전,2020-03-04,4.2,.2,2046,8.8,1428
133,대전,2020-03-05,3,-1.9,717,9.3,1638
133,대전,2020-03-06,4.5,-3.6,717,12.3,1558
133,대전,2020-03-07,6,2.5,402,10.6,1517
133,대전,2020-03-08,8.7,-.2,714,18.6,1644
133,대전,2020-03-09,10,3,700,16.1,1446
133,대전,2020-03-10,6.8,3.3,2400,9.2,1
133,대전,2020-03-11,4.8,.7,711,10.2,1540
133,대전,2020-03-12,7,-1.6,621,16.2,1550
133,대전,2020-03-13,6.6,.9,2323,12.4,1448
133,대전,2020-03-14,4.7,-2.2,623,11.7,1526
133,대전,2020-03-15,5.4,.8,2357,12.4,1310
133,대전,2020-03-16,4.4,-1.8,413,11.2,1542
133,대전,2020-03-17,7.8,2.6,237,12.8,1400
133,대전,2020-03-18,10.4,2.5,514,19.2,1537
133,대전,2020-03-19,10.4,6.6,2020,15.4,754
133,대전,2020-03-20,9.6,3.4,701,15.8,1352
133,대전,2020-03-21,14.6,5.6,336,23.1,1522
133,대전,2020-03-22,13.2,7.4,2344,19.9,1457
133,대전,2020-03-23,10.2,2.9,645,18.2,1527
133,대전,2020-03-24,11.4,3.3,643,19.4,1536
133,대전,2020-03-25,13.6,4.2,642,22.6,1453
133,대전,2020-03-26,14.2,9.4,655,19.4,1232
133,대전,2020-03-27,11.9,5.6,2352,14.8,1538
133,대전,2020-03-28,7.5,4.1,606,12.4,1507
133,대전,2020-03-29,8.9,.4,641,16.7,1438
133,대전,2020-03-30,12.2,5.7,633,19.3,1532
133,대전,2020-03-31,12.6,3.7,632,20.9,1455
133,대전,2020-04-01,11.6,6,2353,20.3,1444
133,대전,2020-04-02,10.1,2.7,612,18,1534
133,대전,2020-04-03,11,3.3,628,18.9,1534
133,대전,2020-04-04,9.5,4.3,2359,16.6,1430
133,대전,2020-04-05,8,.6,615,16.5,1441
133,대전,2020-04-06,9.7,.9,555,18.3,1516
133,대전,2020-04-07,11.5,4.5,647,19.2,1511
133,대전,2020-04-08,10.1,5.1,609,16.3,1328
133,대전,2020-04-09,9.6,2.4,622,16.7,1503
133,대전,2020-04-10,10.9,5.4,656,17.9,1447
133,대전,2020-04-11,8.9,4.6,545,14.7,1347
133,대전,2020-04-12,8.6,2.5,604,17.3,1339
133,대전,2020-04-13,10.7,4.7,606,18.5,1617
133,대전,2020-04-14,12.9,4.3,611,21.9,1437
133,대전,2020-04-15,12.8,4,617,21.4,1537
133,대전,2020-04-16,16,6,612,24.1,1456
133,대전,2020-04-17,14.3,9.7,716,20.5,1435
133,대전,2020-04-18,14.2,10.4,549,21.2,1519
133,대전,2020-04-19,11.3,9.2,2357,14.7,1121
133,대전,2020-04-20,11,7.8,2215,16.2,1254
133,대전,2020-04-21,9,5.1,2355,14.3,1228
133,대전,2020-04-22,7.3,4,313,11.6,1103
133,대전,2020-04-23,9.1,4,429,15.1,1334
133,대전,2020-04-24,10.7,4.4,554,16.7,1358
133,대전,2020-04-25,14.9,9,140,22.6,1318
133,대전,2020-04-26,12.8,6.6,453,19.3,1554
133,대전,2020-04-27,12.1,5.5,559,18.6,1316
133,대전,2020-04-28,13.5,5.1,600,21.2,1433
133,대전,2020-04-29,16.2,8.3,555,24.5,1515
133,대전,2020-04-30,17.7,6.7,550,26.9,1535
133,대전,2020-05-01,22.4,16.4,539,29.3,1429
133,대전,2020-05-02,22.5,19.5,2356,26.9,1612
133,대전,2020-05-03,19.2,16.9,745,22.5,1448
133,대전,2020-05-04,20.6,14,2353,27.4,1505
133,대전,2020-05-05,15.6,11.8,526,22.2,1120
133,대전,2020-05-06,19.7,13.8,343,27.8,1549
133,대전,2020-05-07,19.6,12.3,524,25.9,1623
133,대전,2020-05-08,19.4,12.3,610,26.2,1538
133,대전,2020-05-09,15.9,13.3,2328,18.5,1326
133,대전,2020-05-10,14.7,13.2,233,18.3,1620
133,대전,2020-05-11,18.5,14,1,24.4,1458
133,대전,2020-05-12,16.5,12.1,2355,21.1,1254
133,대전,2020-05-13,16.3,9.2,529,22.6,1550
133,대전,2020-05-14,19.9,11.8,452,27.8,1516
133,대전,2020-05-15,16.7,15.2,805,19.9,1
133,대전,2020-05-16,17.9,15.9,1,20.8,1512
133,대전,2020-05-17,21.2,15.9,443,28.5,1633
133,대전,2020-05-18,20.2,13.9,2400,27.3,1253
133,대전,2020-05-19,13.5,11.7,627,16.7,1632
133,대전,2020-05-20,14.5,8.6,531,20.7,1547
133,대전,2020-05-21,17.5,10.1,516,23.5,1532
133,대전,2020-05-22,19.1,14.5,541,25.7,1553
133,대전,2020-05-23,20.6,14.6,621,26.3,1619
133,대전,2020-05-24,19.8,16.2,2353,24,1521
133,대전,2020-05-25,17.8,14.4,305,22.2,1520
133,대전,2020-05-26,19.6,14.9,527,24.9,1521
133,대전,2020-05-27,19.1,13.4,524,25.2,1632
133,대전,2020-05-28,19.1,12.7,523,25.3,1518
133,대전,2020-05-29,21.5,16.1,547,27.6,1514
133,대전,2020-05-30,22.7,15.8,532,29.1,1336
133,대전,2020-05-31,21.9,16.7,515,27.3,1356
133,대전,2020-06-01,21.1,16.3,2359,26.5,1415
133,대전,2020-06-02,20.1,15,535,23.2,1509
133,대전,2020-06-03,23.3,19.3,532,28.8,1618
133,대전,2020-06-04,25.3,21.9,1,30.9,1524
133,대전,2020-06-05,25.4,22,328,30.8,1610
133,대전,2020-06-06,24.7,20,531,31.3,1414
133,대전,2020-06-07,24,20.3,600,30.1,1611
133,대전,2020-06-08,26.2,19.4,528,32.7,1524
133,대전,2020-06-09,27.3,20.3,441,34.3,1540
133,대전,2020-06-10,26.1,21.6,519,34.2,1357
133,대전,2020-06-11,25.4,20.9,404,30.8,1715
133,대전,2020-06-12,24.4,22,532,26.6,928
133,대전,2020-06-13,24.4,21.1,336,29.9,1425
133,대전,2020-06-14,24.4,21.3,2357,28.3,1455
133,대전,2020-06-15,23.3,18.7,501,29,1517
133,대전,2020-06-16,24.2,18.7,501,29.5,1600
133,대전,2020-06-17,23.5,20.5,511,27.8,1516
133,대전,2020-06-18,20.9,19.9,550,22.2,1118
133,대전,2020-06-19,24,18.8,631,29.2,1553
133,대전,2020-06-20,24.8,20.2,536,29.4,1456
133,대전,2020-06-21,26.2,20.4,535,32.2,1558
133,대전,2020-06-22,27.2,20.7,549,33.8,1504
133,대전,2020-06-23,27,21.8,545,31.6,1237
133,대전,2020-06-24,23,21.3,1945,26.2,1
133,대전,2020-06-25,21.8,20.2,2153,22.8,821
133,대전,2020-06-26,23.2,19.7,325,27.6,1602
133,대전,2020-06-27,24.6,20,445,30.3,1503
133,대전,2020-06-28,24.8,19.7,532,30,1713
133,대전,2020-06-29,22.4,20.3,1930,27.6,1248
133,대전,2020-06-30,20.3,18.3,2335,21.5,1514
133,대전,2020-07-01,20.9,17.3,526,24.3,1520
133,대전,2020-07-02,23.5,17.7,521,28.8,1449
133,대전,2020-07-03,22,19.1,2323,24.6,1306
133,대전,2020-07-04,21.7,18.8,433,26.6,1439
133,대전,2020-07-05,23.5,20.2,22,27,1625
133,대전,2020-07-06,24.3,19.9,530,29.5,1350
133,대전,2020-07-07,24.7,22.5,548,28.7,1546
133,대전,2020-07-08,25.2,20.2,527,30.2,1541
133,대전,2020-07-09,26.6,21.3,519,31.6,1454
133,대전,2020-07-10,25.4,22.1,640,29.2,1615
133,대전,2020-07-11,26.2,23.5,529,29.4,1329
133,대전,2020-07-12,22.2,18.9,2324,25.7,1
133,대전,2020-07-13,18.8,17.7,706,19.7,1804
133,대전,2020-07-14,19.9,18.9,239,21.6,1336
133,대전,2020-07-15,21.1,19,416,25.1,1621
133,대전,2020-07-16,23.2,19.2,236,28.2,1633
133,대전,2020-07-17,25,19.9,536,30.9,1643
133,대전,2020-07-18,25,21.8,549,29.1,1626
133,대전,2020-07-19,25.6,21,611,29.9,1346
133,대전,2020-07-20,24.5,22.5,2346,29.3,204
133,대전,2020-07-21,25.9,22,501,30,1628
133,대전,2020-07-22,23.5,21.8,2249,25.2,1214
133,대전,2020-07-23,21.7,20.8,2138,22.9,1054
133,대전,2020-07-24,21.6,20.1,627,24.2,1659
133,대전,2020-07-25,22.7,20.9,624,25.3,1108
133,대전,2020-07-26,24,22,20,27.4,1330
133,대전,2020-07-27,24.4,22.3,2400,27.2,1448
133,대전,2020-07-28,24,21.7,115,26.9,1318
133,대전,2020-07-29,24.7,22.5,932,26.2,1703
133,대전,2020-07-30,25,23.2,1103,27,1731
133,대전,2020-07-31,25.9,23.7,2035,30,1528
133,대전,2020-08-01,25.8,23.7,2205,30.4,1206
133,대전,2020-08-02,27.7,23.8,1,30.6,1339
133,대전,2020-08-03,27,25,1806,30.6,1115
133,대전,2020-08-04,27.5,25.2,432,32.3,1544
133,대전,2020-08-05,26.4,25,501,29.8,1029
133,대전,2020-08-06,25.5,23.4,2359,27.1,1639
133,대전,2020-08-07,23.5,23,605,24.2,932
133,대전,2020-08-08,23.8,22.8,516,25,1624
133,대전,2020-08-09,26.2,23.8,645,30.1,1547
133,대전,2020-08-10,26.2,24.5,143,29.7,1228
133,대전,2020-08-11,26,24.7,2057,27.9,1502
133,대전,2020-08-12,27.3,24.8,11,29.6,1609
133,대전,2020-08-13,28.7,25.4,508,32.2,1632
133,대전,2020-08-14,28.5,25.7,534,31.2,1421
133,대전,2020-08-15,29.2,26.3,550,32.6,1520
133,대전,2020-08-16,28.7,24.9,624,33.3,1522
133,대전,2020-08-17,28.6,25,538,33.6,1630
133,대전,2020-08-18,29.1,25.4,628,33.6,1541
133,대전,2020-08-19,28.9,25.3,606,34.2,1502
133,대전,2020-08-20,29.1,24.8,458,34.6,1548
133,대전,2020-08-21,29,25.1,526,33.7,1453
133,대전,2020-08-22,25.8,23.7,2108,31.1,1254
133,대전,2020-08-23,27.1,23.1,619,32.1,1622
133,대전,2020-08-24,28.5,23.1,602,33.2,1414
133,대전,2020-08-25,29.9,24.8,611,35.4,1326
133,대전,2020-08-26,29.3,25.6,2341,33.8,1318
133,대전,2020-08-27,29.5,25.3,19,32.7,1639
133,대전,2020-08-28,29.3,25.1,2032,35,1416
133,대전,2020-08-29,27.2,25,412,32.8,1415
133,대전,2020-08-30,27.9,25.6,515,31.8,1250
133,대전,2020-08-31,26.7,24.2,605,31.1,1331
133,대전,2020-09-01,26.9,22.4,602,31.4,1428
133,대전,2020-09-02,24.6,22.9,2354,26.5,1402
133,대전,2020-09-03,23.1,20.9,640,26,1333
133,대전,2020-09-04,24.3,20.6,415,28.8,1417
133,대전,2020-09-05,22.2,20.3,553,25.3,1348
133,대전,2020-09-06,21.1,17.9,2353,25.2,1302
133,대전,2020-09-07,19.3,16.3,602,22.3,2203
133,대전,2020-09-08,24.3,21.9,2343,28.2,1500
133,대전,2020-09-09,22.2,18.7,638,26.5,1627
133,대전,2020-09-10,23.2,20,447,28.2,1641
133,대전,2020-09-11,21.7,19.4,2335,24.7,1208
133,대전,2020-09-12,19.3,17.8,642,20.6,1221
133,대전,2020-09-13,21.6,18.3,613,27.1,1510
133,대전,2020-09-14,21.9,16.8,612,27.5,1444
133,대전,2020-09-15,23.4,18.5,620,29.4,1539
133,대전,2020-09-16,21.6,20,459,23.7,1444
133,대전,2020-09-17,21.7,19.9,2353,23.8,1349
133,대전,2020-09-18,21.2,18,2351,25.2,1420
133,대전,2020-09-19,20,15.7,2336,26.6,1311
133,대전,2020-09-20,18.9,14.2,533,25.6,1502
133,대전,2020-09-21,18,12.3,608,24.4,1450
133,대전,2020-09-22,19.1,14.9,511,24.5,1434
133,대전,2020-09-23,19,14.4,417,23.6,1348
133,대전,2020-09-24,20.8,15.7,644,26.4,1536
133,대전,2020-09-25,20,14.8,554,25.9,1559
133,대전,2020-09-26,19.4,15,620,25.5,1516
133,대전,2020-09-27,19.8,14.3,606,26.6,1449
133,대전,2020-09-28,18.9,13.4,626,25.8,1516
133,대전,2020-09-29,18.5,12.7,603,24.6,1324
133,대전,2020-09-30,19.5,14,706,26.4,1519
133,대전,2020-10-01,20.4,15.7,625,25.5,1520
133,대전,2020-10-02,21,17,639,25.4,1409
133,대전,2020-10-03,20,17.5,651,23.6,1355
133,대전,2020-10-04,18,12.8,2357,21,1557
133,대전,2020-10-05,13.6,7.6,646,20.3,1456
133,대전,2020-10-06,14.2,8.6,650,20.8,1508
133,대전,2020-10-07,16.8,11.1,528,22.9,1357
133,대전,2020-10-08,17.4,12.6,700,23.2,1415
133,대전,2020-10-09,18,12.6,205,23.4,1441
133,대전,2020-10-10,17.5,12,700,23.7,1444
133,대전,2020-10-11,17.3,12.1,654,22.3,1217
133,대전,2020-10-12,17.1,13.5,2353,23.2,1404
133,대전,2020-10-13,12.9,8.6,635,18.2,1448
133,대전,2020-10-14,12.2,8,341,19.8,1459
133,대전,2020-10-15,11.4,5.6,643,18.2,1536
133,대전,2020-10-16,11.4,6.8,427,15.9,1511
133,대전,2020-10-17,12.6,7.9,601,19.4,1441
133,대전,2020-10-18,12.2,5,628,20.2,1513
133,대전,2020-10-19,13.4,7,620,21.6,1430
133,대전,2020-10-20,14,7.3,634,22.8,1438
133,대전,2020-10-21,13.2,9.9,259,16.3,1227
133,대전,2020-10-22,13,9,2353,19.3,1314
133,대전,2020-10-23,10.2,6.5,611,15.7,1449
133,대전,2020-10-24,9.3,3.9,702,15.6,1358
133,대전,2020-10-25,11.7,4.7,654,19.5,1437
133,대전,2020-10-26,11.8,5.7,630,19.8,1520
133,대전,2020-10-27,13,6,623,21.4,1505
133,대전,2020-10-28,13.6,8.1,2349,20.7,1348
133,대전,2020-10-29,10,3.8,650,17.4,1550
133,대전,2020-10-30,10.9,3.4,702,19.9,1437
133,대전,2020-10-31,12.6,5.7,651,20.3,1329
133,대전,2020-11-01,12.6,11.9,727,13.3,1527
133,대전,2020-11-02,11.3,5.8,2341,17.9,1454
133,대전,2020-11-03,6.5,2.2,2308,11,1413
133,대전,2020-11-04,4.9,-.6,707,12.2,1513
133,대전,2020-11-05,8.1,-.4,607,16.9,1541
133,대전,2020-11-06,11.7,8.7,655,14.9,1326
133,대전,2020-11-07,13.4,9.3,707,20.5,1321
133,대전,2020-11-08,9.6,4.7,2355,15.6,1252
133,대전,2020-11-09,7.2,0,710,12.5,1350
133,대전,2020-11-10,8.4,3,709,14.9,1455
133,대전,2020-11-11,8.7,1.6,628,17.7,1503
133,대전,2020-11-12,9.6,2,650,19.1,1415
133,대전,2020-11-13,10,3.3,654,18,1418
133,대전,2020-11-14,11.3,5.1,546,20.1,1520
133,대전,2020-11-15,11.6,5.1,708,19.8,1404
133,대전,2020-11-16,11.3,6,700,18.6,1511
133,대전,2020-11-17,15.4,10.4,30,20.2,1218
133,대전,2020-11-18,15.4,12.3,714,18.5,1329
133,대전,2020-11-19,16.1,10.8,2352,22.1,813
133,대전,2020-11-20,6.6,4.6,2330,10.8,1
133,대전,2020-11-21,8.3,.9,732,15,1420
133,대전,2020-11-22,7.9,4.2,2354,10.1,1
133,대전,2020-11-23,3.9,.8,2354,8.8,1416
133,대전,2020-11-24,4.7,.7,2,10.3,1356
133,대전,2020-11-25,5.3,-.7,723,12.1,1457
133,대전,2020-11-26,6.9,2.9,500,12.8,1504
133,대전,2020-11-27,5.9,2.9,2353,9.2,1147
133,대전,2020-11-28,2.9,.8,741,6.4,1329
133,대전,2020-11-29,2,-.4,521,5,1358
133,대전,2020-11-30,1.2,-2.7,655,7.4,1410
133,대전,2020-12-01,1.5,-3.5,718,7.4,1513
133,대전,2020-12-02,3.4,-.1,656,9.5,1515
133,대전,2020-12-03,1.5,-1.5,627,7.3,1314
133,대전,2020-12-04,.4,-4,737,6.3,1518
133,대전,2020-12-05,1.3,-2.9,626,7.5,1325
133,대전,2020-12-06,3.3,-1.7,627,10.5,1444
133,대전,2020-12-07,2.8,-.2,620,7.4,1525
133,대전,2020-12-08,.6,-2.9,736,6,1538
133,대전,2020-12-09,1.5,-5.2,646,7.8,1348
133,대전,2020-12-10,6.1,2.7,404,12.3,1349
133,대전,2020-12-11,6.8,3.9,112,11.3,1348
133,대전,2020-12-12,4.2,-.5,2354,9.1,1338
133,대전,2020-12-13,1.1,-2.6,2337,6.9,1431
133,대전,2020-12-14,-4.7,-7.9,2216,-1.4,1331
133,대전,2020-12-15,-5.9,-10.9,740,-1,1447
133,대전,2020-12-16,-5.6,-10.4,730,.2,1514
133,대전,2020-12-17,-3.7,-9.1,538,2.7,1524
133,대전,2020-12-18,.1,-3.5,2359,4,1008
133,대전,2020-12-19,-3.7,-8.4,746,1.3,1455
133,대전,2020-12-20,-2.4,-6.9,746,4.1,1440
133,대전,2020-12-21,.4,-5,138,5.7,1248
133,대전,2020-12-22,1.9,-2.8,756,8.4,1504
133,대전,2020-12-23,3.8,-2.1,418,9,1318
133,대전,2020-12-24,4.4,.7,2400,9.9,1328
133,대전,2020-12-25,.3,-2.5,2320,5.4,1545
133,대전,2020-12-26,1.4,-4.1,545,7.3,1524
133,대전,2020-12-27,3,-2,756,8.8,1516
133,대전,2020-12-28,5.4,-.2,458,13.4,1452
133,대전,2020-12-29,1.3,-2.2,2400,6.3,1201
133,대전,2020-12-30,-7.5,-10.5,2357,-2.2,1
133,대전,2020-12-31,-7.7,-13.2,554,-.9,1452
133,대전,2021-01-01,-4.6,-9.7,724,-1.2,1539
133,대전,2021-01-02,-3.5,-7.1,803,1.4,1443
133,대전,2021-01-03,-4.1,-8.5,755,0,1314
133,대전,2021-01-04,-2.8,-8.4,728,2.5,1620
133,대전,2021-01-05,-2.8,-7.6,2234,.3,1417
133,대전,2021-01-06,-5.3,-10.6,748,-1.4,1554
133,대전,2021-01-07,-11.2,-15.6,2307,-3.4,1
133,대전,2021-01-08,-13.5,-17.5,610,-8.3,1550
133,대전,2021-01-09,-11.4,-17,731,-6,1332
133,대전,2021-01-10,-8,-14.7,809,-2,1441
133,대전,2021-01-11,-6,-9.8,727,-2.4,1430
133,대전,2021-01-12,-1.4,-7,210,4.2,1443
133,대전,2021-01-13,3.7,-3.8,801,10.8,1431
133,대전,2021-01-14,3.3,-2.6,805,11.7,1607
133,대전,2021-01-15,6.1,-.8,147,13.7,1256
133,대전,2021-01-16,-1.1,-4.8,2155,3.4,1
133,대전,2021-01-17,-3.3,-8.4,654,2,1546
133,대전,2021-01-18,-1.5,-4.8,2340,4.6,1350
133,대전,2021-01-19,-4.8,-10.2,752,.8,1456
133,대전,2021-01-20,-.6,-8.7,808,9.3,1521
133,대전,2021-01-21,4.9,-1.2,14,9.3,1341
133,대전,2021-01-22,7.4,5.6,646,9.9,1342
133,대전,2021-01-23,8,4.3,738,11.7,1454
133,대전,2021-01-24,8.2,2.9,746,14.5,1417
133,대전,2021-01-25,8.3,3.1,801,14.4,1402
133,대전,2021-01-26,6.2,4.3,2400,8,1430
133,대전,2021-01-27,2.9,-.6,815,7.9,1420
133,대전,2021-01-28,-1.6,-6.6,2339,5.6,1120
133,대전,2021-01-29,-6,-9.6,726,-.5,1441
133,대전,2021-01-30,.2,-7.6,113,9.2,1604
133,대전,2021-01-31,3.8,-4.5,617,12.5,1526
133,대전,2021-02-01,7.3,2.6,2400,11,1314
133,대전,2021-02-02,-2.4,-4.4,817,2.6,1
133,대전,2021-02-03,-1.4,-8.2,732,4.1,1346
133,대전,2021-02-04,-.5,-3.7,802,4.1,1514
133,대전,2021-02-05,1.2,-5.6,657,7.9,1553
133,대전,2021-02-06,6,-1.1,507,9.3,1501
133,대전,2021-02-07,5.8,-.4,2356,11.4,1344
133,대전,2021-02-08,-1.7,-4.1,750,2.5,1301
133,대전,2021-02-09,0,-6.3,726,7.4,1623
133,대전,2021-02-10,2.6,-4.2,731,10,1357
133,대전,2021-02-11,5.3,-.2,741,12.5,1539
133,대전,2021-02-12,6.9,.3,637,16.3,1516
133,대전,2021-02-13,7.6,-.5,723,17.4,1605
133,대전,2021-02-14,9.1,4.2,238,15.2,1508
133,대전,2021-02-15,3,-2,2023,9,1
133,대전,2021-02-16,-2.7,-5.7,2308,2.7,1152
133,대전,2021-02-17,-6.1,-7.5,800,-3.6,1351
133,대전,2021-02-18,-4.3,-8.9,157,.9,1628
133,대전,2021-02-19,2.6,-7,720,9.8,1558
133,대전,2021-02-20,11.2,6.3,12,17.2,1451
133,대전,2021-02-21,14.3,5.6,611,22.6,1429
133,대전,2021-02-22,11.7,1.6,2359,19.9,1445
133,대전,2021-02-23,1.9,-2.4,527,8.6,1453
133,대전,2021-02-24,4.5,-1.4,3,12.1,1549
133,대전,2021-02-25,4.7,-.1,329,8.9,1532
133,대전,2021-02-26,8.9,1.9,728,15.4,1359
133,대전,2021-02-27,8.7,5.1,2346,12.9,1301
133,대전,2021-02-28,7.4,1.5,603,12.4,1257
133,대전,2021-03-01,8.2,2,2354,12.7,1332
133,대전,2021-03-02,3,.7,2358,6.7,1605
133,대전,2021-03-03,4.3,-1.8,629,10.2,1613
133,대전,2021-03-04,5.7,1.5,602,10.5,1404
133,대전,2021-03-05,8.5,2.4,331,16.9,1646
133,대전,2021-03-06,7.5,4,613,14.3,1310
133,대전,2021-03-07,6.7,4.1,608,11.1,1441
133,대전,2021-03-08,8,1.8,642,15.3,1533
133,대전,2021-03-09,7.5,2.9,716,13.7,1428
133,대전,2021-03-10,9.6,.3,659,18.4,1537
133,대전,2021-03-11,11,2.7,647,19.5,1450
133,대전,2021-03-12,8.3,7.1,2354,10.8,1
133,대전,2021-03-13,9,3.4,607,15.6,1436
133,대전,2021-03-14,9.4,3.9,643,15.1,1534
133,대전,2021-03-15,11.8,3.5,716,18.4,1541
133,대전,2021-03-16,11.1,4.6,2400,16.6,1422
133,대전,2021-03-17,10,1.1,628,19.3,1614
133,대전,2021-03-18,12.5,4.1,636,20.8,1523
133,대전,2021-03-19,13.7,9.7,627,18.8,1402
133,대전,2021-03-20,9,7.5,2400,11.9,1
133,대전,2021-03-21,6.4,4.2,2050,10.5,1347
133,대전,2021-03-22,7.1,2,556,13.1,1459
133,대전,2021-03-23,9.9,2.9,618,17.2,1441
133,대전,2021-03-24,10.8,3.3,701,18.4,1612
133,대전,2021-03-25,13,4.7,638,22.1,1507
133,대전,2021-03-26,14.4,5.2,637,22.5,1530
133,대전,2021-03-27,12.2,7.9,629,16.3,1211
133,대전,2021-03-28,10.3,9.1,746,14.9,139
133,대전,2021-03-29,12.2,8.3,650,17.9,1541
133,대전,2021-03-30,12.6,5.8,701,20,1626
133,대전,2021-03-31,14.3,4,628,24.4,1521
133,대전,2021-04-01,15.8,11.1,621,21.6,1416
133,대전,2021-04-02,17.6,12.2,637,23.5,1426
133,대전,2021-04-03,16.4,14.5,2354,18.2,1
133,대전,2021-04-04,11.7,9.4,2358,14.4,1
133,대전,2021-04-05,11.6,4.4,641,18.2,1557
133,대전,2021-04-06,13.2,5.8,517,21.2,1516
133,대전,2021-04-07,14.3,6.3,639,22.9,1627
133,대전,2021-04-08,13.1,6.8,618,20.2,1503
133,대전,2021-04-09,12.3,4.7,614,20,1330
133,대전,2021-04-10,13,6.8,625,19.8,1521
133,대전,2021-04-11,15.6,6.1,605,23.5,1543
133,대전,2021-04-12,13.6,12.4,1852,16.5,1030
133,대전,2021-04-13,11.3,5.1,2256,17.3,1328
133,대전,2021-04-14,9.6,3.2,613,16.8,1436
133,대전,2021-04-15,11.6,2.3,609,19.6,1629
133,대전,2021-04-16,11.8,9.3,450,15.8,944
133,대전,2021-04-17,10.7,6.9,2356,16.6,1526
133,대전,2021-04-18,11.1,6.8,6,17.5,1616
133,대전,2021-04-19,13.5,4.4,602,22,1608
133,대전,2021-04-20,15.8,6.3,551,25.1,1551
133,대전,2021-04-21,19.6,9.6,610,29.7,1551
133,대전,2021-04-22,21.8,15.1,619,29.9,1411
133,대전,2021-04-23,19,16,2359,22.2,1218
133,대전,2021-04-24,17.9,13.4,613,24.7,1546
133,대전,2021-04-25,17.9,10.3,554,24.9,1543
133,대전,2021-04-26,17,10.3,538,23.2,1533
133,대전,2021-04-27,16.6,12.6,432,22.2,1628
133,대전,2021-04-28,16.9,13.3,600,21.1,1519
133,대전,2021-04-29,16.2,11.9,629,20.3,1443
133,대전,2021-04-30,13.1,10.5,2356,17.6,1331
133,대전,2021-05-01,10.5,9.4,145,13.3,1342
133,대전,2021-05-02,13,7.9,522,19.6,1605
133,대전,2021-05-03,15.1,6.6,537,23.3,1516
133,대전,2021-05-04,17.2,11.8,420,23,1603
133,대전,2021-05-05,15.2,10.7,2356,20.9,1513
133,대전,2021-05-06,15.8,6,558,23.2,1432
133,대전,2021-05-07,15.2,10.9,434,21.2,951
133,대전,2021-05-08,16.3,8.9,536,23.6,1358
133,대전,2021-05-09,16.8,10,602,23.6,1404
133,대전,2021-05-10,12.5,11.1,937,14.3,1655
133,대전,2021-05-11,15.8,12.2,447,20,1507
133,대전,2021-05-12,20.1,12.6,609,26.2,1512
133,대전,2021-05-13,22.3,14,539,29.8,1657
133,대전,2021-05-14,23.9,16.5,543,31.8,1544
133,대전,2021-05-15,23,19.5,853,27.3,1445
133,대전,2021-05-16,21.3,18.4,2358,23.3,1
133,대전,2021-05-17,16.4,15.3,2351,18.4,1
133,대전,2021-05-18,18.8,15.2,40,24.7,1616
133,대전,2021-05-19,20.9,14.8,439,27.6,1548
133,대전,2021-05-20,16.9,15.4,2353,19.2,1
133,대전,2021-05-21,15.3,14.2,2353,16.9,1541
133,대전,2021-05-22,18.6,11.9,522,25.5,1530
133,대전,2021-05-23,20.3,13.3,534,26.6,1338
133,대전,2021-05-24,20.2,16.6,2353,25.6,1600
133,대전,2021-05-25,16.8,13,721,22,1417
133,대전,2021-05-26,17.9,12.9,603,23.6,1431
133,대전,2021-05-27,17,14.2,2349,21.1,1528
133,대전,2021-05-28,15,11.8,433,19.7,1726
133,대전,2021-05-29,18.5,13.4,450,24.3,1457
133,대전,2021-05-30,20.9,12.1,522,28.8,1604
133,대전,2021-05-31,20.7,16.2,633,26.7,1510
133,대전,2021-06-01,22.5,16.3,540,28,1451
133,대전,2021-06-02,24.4,18,514,30.6,1344
133,대전,2021-06-03,19.2,17.7,514,21.7,11
